startTime,endTime,eventID,roadID,value1,value2
0,70000,1,101508,2,-999
0,70000,1,101551,2,-999
0,70000,1,100345,2,-999
0,70000,1,101689,2,-999
0,70000,1,105108,2,-999
0,70000,1,108357,2,-999
0,70000,1,102816,2,-999
0,70000,1,104515,2,-999
0,70000,1,107820,2,-999
0,70000,1,108016,2,-999
0,70000,1,100071,2,-999
0,70000,1,103496,2,-999
0,70000,1,101206,2,-999
0,70000,1,105844,2,-999
0,70000,1,107288,2,-999
0,70000,1,107875,2,-999
0,70000,1,105055,2,-999
0,70000,1,103970,2,-999
0,70000,1,102384,2,-999
0,70000,1,104981,2,-999
0,70000,1,107502,2,-999
0,70000,1,104285,2,-999
0,70000,1,107802,2,-999
0,70000,1,104300,2,-999
0,70000,1,107198,2,-999
0,70000,1,102974,2,-999
0,70000,1,102456,2,-999
0,70000,1,104921,2,-999
0,70000,1,106146,2,-999
0,70000,1,104445,2,-999
0,70000,1,101830,2,-999
0,70000,1,106274,2,-999
0,70000,1,100378,2,-999
0,70000,1,105798,2,-999
0,70000,1,106072,2,-999
0,70000,1,103310,2,-999
0,70000,1,103738,2,-999
0,70000,1,105423,2,-999
0,70000,1,105695,2,-999
0,70000,1,106627,2,-999
0,70000,1,101377,2,-999
0,70000,1,103028,2,-999
0,70000,1,106724,2,-999
0,70000,1,102440,2,-999
0,70000,1,100515,2,-999
0,70000,1,101780,2,-999
0,70000,1,104456,2,-999
0,70000,1,104122,2,-999
0,70000,1,105619,2,-999
0,70000,1,102788,2,-999
0,70000,1,100878,2,-999
0,70000,1,105238,2,-999
0,70000,1,103044,2,-999
0,70000,1,106689,2,-999
0,70000,1,102996,2,-999
0,70000,1,101742,2,-999
0,70000,1,104582,2,-999
0,70000,1,107163,2,-999
0,70000,1,107617,2,-999
0,70000,1,104198,2,-999
0,70000,1,103622,2,-999
0,70000,1,108243,2,-999
0,70000,1,108021,2,-999
0,70000,1,108253,2,-999
0,70000,1,104197,2,-999
0,70000,1,103711,2,-999
0,70000,1,100994,2,-999
0,70000,1,107350,2,-999
0,70000,1,103568,2,-999
0,70000,1,102424,2,-999
0,70000,1,106145,2,-999
0,70000,1,101752,2,-999
0,70000,1,105982,2,-999
0,70000,1,105151,2,-999
0,70000,1,105436,2,-999
0,70000,1,106203,2,-999
0,70000,1,108500,2,-999
0,70000,1,107707,2,-999
0,70000,1,108418,2,-999
0,70000,1,105365,2,-999
0,70000,1,102265,2,-999
0,70000,1,104641,2,-999
0,70000,1,105211,2,-999
0,70000,1,106266,2,-999
0,70000,1,104559,2,-999
0,70000,1,101886,2,-999
0,70000,1,106014,2,-999
0,70000,1,102990,2,-999
0,70000,1,107381,2,-999
0,70000,1,106389,2,-999
0,70000,1,103329,2,-999
0,70000,1,104121,2,-999
0,70000,1,103016,2,-999
0,70000,1,105204,2,-999
0,70000,1,104897,2,-999
0,70000,1,103196,2,-999
0,70000,1,105874,2,-999
0,70000,1,105991,2,-999
0,70000,1,103401,2,-999
0,70000,1,101422,2,-999
0,70000,1,105284,2,-999
0,70000,1,101244,2,-999
0,70000,1,103354,2,-999
0,70000,1,102645,2,-999
0,70000,1,102780,2,-999
0,70000,1,102733,2,-999
0,70000,1,101803,2,-999
0,70000,1,101981,2,-999
0,70000,1,102829,2,-999
0,70000,1,105119,2,-999
0,70000,1,101605,2,-999
0,70000,1,102200,2,-999
0,70000,1,107378,2,-999
0,70000,1,107176,2,-999
0,70000,1,103291,2,-999
0,70000,1,102151,2,-999
0,70000,1,106931,2,-999
0,70000,1,104916,2,-999
0,70000,1,105486,2,-999
0,70000,1,106809,2,-999
0,70000,1,104849,2,-999
0,70000,1,101059,2,-999
0,70000,1,104726,2,-999
0,70000,1,105085,2,-999
0,70000,1,103978,2,-999
0,70000,1,101820,2,-999
0,70000,1,100054,2,-999
0,70000,1,100728,2,-999
0,70000,1,103822,2,-999
0,70000,1,105498,2,-999
0,70000,1,106518,2,-999
0,70000,1,100194,2,-999
0,70000,1,106218,2,-999
0,70000,1,106205,2,-999
0,70000,1,102058,2,-999
0,70000,1,107733,2,-999
0,70000,1,104355,2,-999
0,70000,1,105281,2,-999
0,70000,1,103199,2,-999
0,70000,1,104830,2,-999
0,70000,1,105001,2,-999
0,70000,1,105028,2,-999
0,70000,1,103181,2,-999
0,70000,1,101754,2,-999
0,70000,1,107348,2,-999
0,70000,1,106734,2,-999
0,70000,1,102167,2,-999
0,70000,1,105598,2,-999
0,70000,1,105557,2,-999
0,70000,1,107880,2,-999
0,70000,1,104884,2,-999
0,70000,1,108295,2,-999
0,70000,1,106487,2,-999
0,70000,1,104460,2,-999
0,70000,1,100647,2,-999
0,70000,1,104658,2,-999
0,70000,1,106444,2,-999
0,70000,1,103719,2,-999
0,70000,1,108266,2,-999
0,70000,1,101318,2,-999
0,70000,1,108037,2,-999
0,70000,1,104613,2,-999
0,70000,1,100474,2,-999
0,70000,1,100431,2,-999
0,70000,1,105313,2,-999
0,70000,1,106398,2,-999
0,70000,1,106134,2,-999
0,70000,1,107272,2,-999
0,70000,1,104423,2,-999
0,70000,1,102074,2,-999
0,70000,1,104066,2,-999
0,70000,1,100157,2,-999
0,70000,1,106941,2,-999
0,70000,1,107273,2,-999
0,70000,1,101056,2,-999
0,70000,1,105565,2,-999
0,70000,1,101317,2,-999
0,70000,1,105969,2,-999
0,70000,1,103664,2,-999
0,70000,1,107855,2,-999
0,70000,1,101864,2,-999
0,70000,1,103023,2,-999
0,70000,1,103091,2,-999
0,70000,1,100934,2,-999
0,70000,1,108523,2,-999
0,70000,1,106584,2,-999
0,70000,1,108380,2,-999
0,70000,1,100553,2,-999
0,70000,1,100998,2,-999
0,70000,1,104432,2,-999
0,70000,1,105040,2,-999
0,70000,1,104071,2,-999
0,70000,1,101931,2,-999
0,70000,1,103105,2,-999
0,70000,1,102150,2,-999
0,70000,1,101702,2,-999
0,70000,1,105953,2,-999
0,70000,1,107577,2,-999
0,70000,1,104203,2,-999
0,70000,1,102502,2,-999
0,70000,1,107557,2,-999
0,70000,1,101852,2,-999
0,70000,1,101379,2,-999
0,70000,1,106028,2,-999
0,70000,1,104599,2,-999
0,70000,1,102013,2,-999
0,70000,1,102701,2,-999
0,70000,1,108025,2,-999
0,70000,1,107186,2,-999
0,70000,1,107846,2,-999
0,70000,1,100442,2,-999
0,70000,1,104871,2,-999
0,70000,1,101598,2,-999
0,70000,1,102211,2,-999
0,70000,1,105644,2,-999
0,70000,1,100851,2,-999
0,70000,1,103704,2,-999
0,70000,1,106657,2,-999
0,70000,1,108405,2,-999
0,70000,1,101610,2,-999
0,70000,1,103760,2,-999
0,70000,1,107553,2,-999
0,70000,1,105694,2,-999
0,70000,1,105823,2,-999
0,70000,1,104972,2,-999
0,70000,1,103150,2,-999
0,70000,1,107870,2,-999
0,70000,1,108223,2,-999
0,70000,1,101848,2,-999
0,70000,1,103969,2,-999
0,70000,1,108485,2,-999
0,70000,1,104452,2,-999
0,70000,1,103153,2,-999
0,70000,1,105115,2,-999
0,70000,1,105971,2,-999
0,70000,1,106890,2,-999
0,70000,1,102320,2,-999
0,70000,1,105189,2,-999
0,70000,1,108496,2,-999
0,70000,1,106403,2,-999
0,70000,1,101542,2,-999
0,70000,1,108123,2,-999
0,70000,1,102022,2,-999
0,70000,1,106462,2,-999
0,70000,1,105067,2,-999
0,70000,1,107975,2,-999
0,70000,1,106180,2,-999
0,70000,1,103154,2,-999
0,70000,1,100693,2,-999
0,70000,1,101308,2,-999
0,70000,1,105970,2,-999
0,70000,1,108309,2,-999
0,70000,1,105363,2,-999
0,70000,1,106348,2,-999
0,70000,1,102055,2,-999
0,70000,1,102507,2,-999
0,70000,1,101437,2,-999
0,70000,1,100059,2,-999
0,70000,1,106136,2,-999
0,70000,1,100768,2,-999
0,70000,1,107566,2,-999
0,70000,1,107367,2,-999
0,70000,1,105371,2,-999
0,70000,1,103975,2,-999
0,70000,1,107467,2,-999
0,70000,1,106410,2,-999
0,70000,1,105192,2,-999
0,70000,1,100822,2,-999
0,70000,1,104247,2,-999
0,70000,1,101151,2,-999
0,70000,1,101897,2,-999
0,70000,1,102525,2,-999
0,70000,1,105968,2,-999
0,70000,1,104834,2,-999
0,70000,1,100447,2,-999
0,70000,1,102218,2,-999
0,70000,1,102442,2,-999
0,70000,1,106882,2,-999
0,70000,1,103835,2,-999
0,70000,1,102451,2,-999
0,70000,1,103407,2,-999
0,70000,1,105833,2,-999
0,70000,1,108265,2,-999
0,70000,1,100263,2,-999
0,70000,1,105347,2,-999
0,70000,1,107119,2,-999
0,70000,1,103687,2,-999
0,70000,1,101315,2,-999
0,70000,1,101293,2,-999
0,70000,1,100159,2,-999
0,70000,1,106099,2,-999
0,70000,1,100208,2,-999
0,70000,1,104501,2,-999
0,70000,1,107443,2,-999
0,70000,1,107694,2,-999
0,70000,1,104977,2,-999
0,70000,1,102710,2,-999
0,70000,1,103631,2,-999
0,70000,1,102625,2,-999
0,70000,1,108251,2,-999
0,70000,1,105802,2,-999
0,70000,1,105128,2,-999
0,70000,1,104928,2,-999
0,70000,1,104132,2,-999
0,70000,1,103834,2,-999
0,70000,1,107777,2,-999
0,70000,1,106474,2,-999
0,70000,1,107838,2,-999
0,70000,1,107373,2,-999
0,70000,1,100083,2,-999
0,70000,1,103736,2,-999
0,70000,1,106962,2,-999
0,70000,1,100155,2,-999
0,70000,1,102758,2,-999
0,70000,1,105240,2,-999
0,70000,1,107588,2,-999
0,70000,1,103260,2,-999
0,70000,1,106883,2,-999
0,70000,1,106501,2,-999
0,70000,1,108285,2,-999
0,70000,1,104966,2,-999
0,70000,1,104846,2,-999
0,70000,1,107204,2,-999
0,70000,1,106743,2,-999
0,70000,1,104322,2,-999
0,70000,1,106488,2,-999
0,70000,1,107315,2,-999
0,70000,1,108531,2,-999
0,70000,1,104710,2,-999
0,70000,1,103733,2,-999
0,70000,1,100175,2,-999
0,70000,1,105622,2,-999
0,70000,1,102552,2,-999
0,70000,1,102773,2,-999
